-0.5 	-1 	0.5 	90.4051 	15.0448 	1.15064e-19
-0.4375 	-1 	0.5 	90.177 	14.8956 	1.1372e-18
-0.375 	-1 	0.5 	89.9518 	14.7209 	-8.26333e-19
-0.3125 	-1 	0.5 	89.7358 	14.5131 	-8.74994e-19
-0.25 	-1 	0.5 	89.5372 	14.2817 	-2.50987e-18
-0.1875 	-1 	0.5 	89.3516 	14.0247 	4.31022e-19
-0.125 	-1 	0.5 	89.1787 	13.7539 	-7.3439e-19
-0.0625 	-1 	0.5 	89.0275 	13.4497 	4.96546e-18
-1.61546e-17 	-1 	0.5 	88.9154 	13.1326 	-5.58751e-19
0.0625 	-1 	0.5 	88.8323 	12.8018 	-6.74529e-19
0.125 	-1 	0.5 	88.7812 	12.4603 	-3.91721e-18
0.1875 	-1 	0.5 	88.7549 	12.128 	-1.65855e-18
0.25 	-1 	0.5 	88.7683 	11.7885 	3.28522e-18
0.3125 	-1 	0.5 	88.7995 	11.4182 	-1.23267e-19
0.375 	-1 	0.5 	88.8794 	11.1126 	-6.64383e-19
0.4375 	-1 	0.5 	88.9736 	10.7921 	4.37985e-19
0.5 	-1 	0.5 	89.0998 	10.4962 	-1.15047e-18
0.5625 	-1 	0.5 	89.2475 	10.2058 	2.65313e-19
0.625 	-1 	0.5 	89.4086 	9.94349 	1.00932e-18
0.6875 	-1 	0.5 	89.587 	9.69571 	-3.07888e-18
0.75 	-1 	0.5 	89.7732 	9.47007 	1.53398e-18
0.8125 	-1 	0.5 	89.9857 	9.27826 	-3.65248e-18
0.875 	-1 	0.5 	90.1934 	9.08795 	-3.42243e-18
0.9375 	-1 	0.5 	90.4195 	8.9241 	5.04259e-19
1 	-1 	0.5 	90.6426 	8.79158 	-9.94262e-19
1.0625 	-1 	0.5 	90.8478 	8.66641 	1.21983e-18
1.125 	-1 	0.5 	91.0695 	8.56298 	-5.10305e-19
1.1875 	-1 	0.5 	91.2926 	8.48358 	8.73431e-19
1.25 	-1 	0.5 	91.5053 	8.42227 	-6.14532e-19
1.3125 	-1 	0.5 	91.7145 	8.37084 	-1.86609e-18
1.375 	-1 	0.5 	91.9105 	8.34052 	3.79282e-18
1.4375 	-1 	0.5 	92.1019 	8.30847 	-1.68281e-18
-0.5 	-0.9375 	0.5 	90.2557 	15.2849 	-2.45276e-18
-0.4375 	-0.9375 	0.5 	90.0058 	15.1306 	2.90618e-18
-0.375 	-0.9375 	0.5 	89.755 	14.9467 	7.8807e-19
-0.3125 	-0.9375 	0.5 	89.5052 	14.7349 	8.94086e-19
-0.25 	-0.9375 	0.5 	89.284 	14.4901 	-8.12263e-18
-0.1875 	-0.9375 	0.5 	89.0631 	14.2198 	1.12589e-19
-0.125 	-0.9375 	0.5 	88.8617 	13.9491 	-3.5858e-19
-0.0625 	-0.9375 	0.5 	88.7003 	13.5916 	4.75828e-19
6.80662e-16 	-0.9375 	0.5 	88.5756 	13.2404 	-2.15981e-18
0.0625 	-0.9375 	0.5 	88.4752 	12.8756 	1.6296e-18
0.125 	-0.9375 	0.5 	88.4208 	12.5055 	-1.25994e-18
0.1875 	-0.9375 	0.5 	88.398 	12.1263 	-2.71769e-18
0.25 	-0.9375 	0.5 	88.4023 	11.7518 	5.34785e-19
0.3125 	-0.9375 	0.5 	88.4604 	11.3845 	5.00869e-18
0.375 	-0.9375 	0.5 	88.537 	11.0214 	2.23974e-18
0.4375 	-0.9375 	0.5 	88.6519 	10.6827 	2.07239e-18
0.5 	-0.9375 	0.5 	88.7919 	10.3528 	2.56671e-18
0.5625 	-0.9375 	0.5 	88.9555 	10.0435 	-5.20969e-20
0.625 	-0.9375 	0.5 	89.1385 	9.75619 	-1.35152e-18
0.6875 	-0.9375 	0.5 	89.3374 	9.49844 	-6.65593e-20
0.75 	-0.9375 	0.5 	89.5612 	9.26015 	-2.97684e-19
0.8125 	-0.9375 	0.5 	89.7832 	9.05225 	2.59589e-18
0.875 	-0.9375 	0.5 	90.0241 	8.8608 	-6.1358e-19
0.9375 	-0.9375 	0.5 	90.2545 	8.70067 	1.60642e-19
1 	-0.9375 	0.5 	90.4867 	8.56213 	2.29837e-19
